1.021512746810913086e-01 -7.823206484317779541e-02 6.747247278690338135e-02 -6.475729495286941528e-02 1.288233548402786255e-01 -4.381658136844635010e-02 9.617281705141067505e-02 -9.996791929006576538e-02 -5.574383214116096497e-02 9.823841601610183716e-02
1.636870950460433960e-02 -1.177491545677185059e-01 -1.557300239801406860e-02 -9.024685621261596680e-02 1.698499545454978943e-02 -8.867532014846801758e-02 -1.661283671855926514e-01 -9.468963742256164551e-02 4.505007062107324600e-03 -6.146849482320249081e-04
-5.763844773173332214e-02 -8.589565753936767578e-02 1.270783990621566772e-01 3.685393184423446655e-02 7.251509279012680054e-02 -1.112852320075035095e-01 -5.835146084427833557e-02 3.598419483751058578e-03 2.688207477331161499e-02 -1.725137233734130859e-02
9.550020098686218262e-02 1.505241841077804565e-01 1.258502714335918427e-02 6.072723120450973511e-02 -7.637777924537658691e-02 4.538667947053909302e-02 1.570500247180461884e-02 7.530747354030609131e-02 -1.265037059783935547e-01 3.682390600442886353e-02
-3.364821895956993103e-02 -3.786636516451835632e-02 1.169587522745132446e-01 8.411274850368499756e-02 -5.346984043717384338e-02 1.235045678913593292e-02 5.083452910184860229e-02 9.338445216417312622e-02 3.542727325111627579e-03 -9.693305939435958862e-02
4.526172950863838196e-02 2.451151423156261444e-02 -4.010012838989496231e-03 1.928213424980640411e-02 -1.439204663038253784e-01 2.364159747958183289e-02 -1.235782802104949951e-01 5.689555779099464417e-02 -2.769930846989154816e-02 -3.896907344460487366e-02
7.724775373935699463e-02 1.946450397372245789e-02 3.674687072634696960e-02 4.161857813596725464e-02 -6.698073446750640869e-02 -1.693067839369177818e-03 9.698192588984966278e-03 -3.222862631082534790e-02 -3.588263317942619324e-02 -1.319328546524047852e-01
-1.731367595493793488e-02 2.474416978657245636e-03 -9.965815395116806030e-02 7.371561974287033081e-02 -1.714793294668197632e-01 9.521713107824325562e-02 9.853871911764144897e-02 -1.266411393880844116e-01 9.341936558485031128e-02 -9.693267941474914551e-02
-1.070578098297119141e-01 -1.232682168483734131e-01 -1.112441197037696838e-01 8.794064074754714966e-02 3.203143179416656494e-02 9.409940987825393677e-02 -4.605986922979354858e-02 -1.029036268591880798e-01 3.664490953087806702e-02 4.124787449836730957e-02
-7.588084042072296143e-02 4.401030018925666809e-02 -9.228831529617309570e-02 -4.275954142212867737e-02 3.898196294903755188e-02 -2.733600139617919922e-02 8.606100454926490784e-03 4.230632632970809937e-02 7.919915765523910522e-02 1.489927154034376144e-02
2.571246027946472168e-02 -9.016882628202438354e-02 -5.821609497070312500e-02 1.219349913299083710e-02 2.182297036051750183e-02 5.323730036616325378e-02 8.271204307675361633e-03 4.013719037175178528e-02 -7.559903711080551147e-02 2.354118478251621127e-04
-1.636162698268890381e-01 6.737745832651853561e-03 2.409152127802371979e-02 2.491890080273151398e-02 -5.808177217841148376e-02 1.069082599133253098e-02 7.697367668151855469e-02 -1.383275538682937622e-01 -4.676986858248710632e-02 -4.563317820429801941e-02
6.133276969194412231e-02 6.526850163936614990e-02 -1.813417300581932068e-02 5.398158729076385498e-02 -1.097866967320442200e-01 6.836792081594467163e-02 7.932431250810623169e-02 -6.741109490394592285e-02 6.709658354520797729e-02 4.284781217575073242e-02
7.704492658376693726e-02 3.994446620345115662e-02 4.776347801089286804e-02 5.470745265483856201e-02 9.759127348661422729e-02 -1.093651261180639267e-02 6.026340648531913757e-02 -8.117918670177459717e-02 7.626267522573471069e-02 -9.895566105842590332e-02
6.703307479619979858e-02 3.799357637763023376e-02 -3.313826769590377808e-02 4.642383754253387451e-02 1.178395301103591919e-01 -1.054917126893997192e-01 -1.159023270010948181e-01 -2.462904527783393860e-02 1.225974634289741516e-01 9.135702252388000488e-02
8.957343548536300659e-02 -7.891988009214401245e-02 -9.312959760427474976e-02 4.536346346139907837e-02 -1.458666771650314331e-01 6.824683398008346558e-02 -3.612018749117851257e-02 -6.993289571255445480e-03 3.272921964526176453e-02 8.323965221643447876e-02
1.020817235112190247e-01 -1.380582749843597412e-01 -8.993219584226608276e-02 8.299136906862258911e-02 -1.403591036796569824e-01 6.555513292551040649e-02 5.466707423329353333e-02 -7.799182832241058350e-02 7.768964767456054688e-02 5.352516844868659973e-02
2.829582430422306061e-02 -8.898205310106277466e-02 3.224427625536918640e-02 -1.493927277624607086e-02 2.668149396777153015e-02 -1.207412853837013245e-01 -8.622840046882629395e-02 -4.841573536396026611e-02 5.270986631512641907e-02 3.162558004260063171e-02
2.636683732271194458e-02 -1.440424192696809769e-02 3.057675249874591827e-02 4.263010248541831970e-02 4.550004005432128906e-02 3.101543895900249481e-02 -1.170357540249824524e-01 1.117689833045005798e-01 -9.501475095748901367e-02 4.161396250128746033e-02
-1.179489940404891968e-01 1.057556793093681335e-01 4.902470856904983521e-02 -4.107697680592536926e-02 -1.371168494224548340e-01 2.407490648329257965e-02 4.862664209213107824e-04 2.829874493181705475e-02 -9.493983350694179535e-03 -2.272571772336959839e-01
-8.357387781143188477e-02 1.038211062550544739e-01 6.545185297727584839e-02 2.757983095943927765e-02 -3.985331859439611435e-03 -7.560852449387311935e-03 -1.343663036823272705e-01 5.535896867513656616e-02 4.911364987492561340e-02 -7.474005222320556641e-02
-1.597145050764083862e-01 7.526769489049911499e-02 4.720035195350646973e-02 4.292623698711395264e-02 -4.916433990001678467e-02 1.138847135007381439e-02 -5.856534838676452637e-02 7.265383750200271606e-02 2.640858106315135956e-02 -1.396388560533523560e-01
1.409839373081922531e-03 -4.261773079633712769e-02 -3.091008961200714111e-02 1.173003315925598145e-01 9.383165091276168823e-02 1.743401214480400085e-02 7.858820259571075439e-02 5.506931617856025696e-02 -9.983871132135391235e-02 -3.382045309990644455e-03
-1.346668601036071777e-01 8.526229858398437500e-02 6.073360145092010498e-02 6.320019811391830444e-02 1.284889038652181625e-02 9.661111235618591309e-02 8.090057969093322754e-02 -1.096436232328414917e-01 8.663800358772277832e-02 -1.044929623603820801e-01
2.019188832491636276e-03 -1.903158426284790039e-01 8.234486915171146393e-03 -1.269338466227054596e-02 -1.309985518455505371e-01 4.618068411946296692e-02 -9.674353897571563721e-02 3.893558681011199951e-02 -1.265050470829010010e-02 -1.301941871643066406e-01
